,gid,TL_cnt
680,다사628426,2
681,다사628438,2
682,다사629396,1
683,다사629434,1
684,다사629436,3
685,다사630400,1
686,다사630402,2
687,다사630427,2
688,다사630431,1
689,다사630434,1
690,다사630437,1
691,다사631428,2
692,다사631429,1
693,다사631430,1
694,다사631431,2
695,다사631433,3
696,다사631437,1
697,다사631440,1
698,다사632403,1
699,다사632427,1
700,다사632432,1
701,다사632437,2
702,다사633427,1
703,다사634401,1
704,다사634434,1
705,다사634438,2
706,다사634439,1
707,다사635433,1
708,다사635435,3
709,다사635436,1
710,다사635437,1
711,다사636405,2
712,다사636425,1
713,다사636428,1
714,다사637403,1
715,다사637425,1
716,다사638405,1
717,다사638413,1
718,다사638428,1
719,다사639413,1
720,다사639425,2
721,다사640409,1
722,다사640410,1
723,다사640428,2
724,다사641407,1
725,다사641409,2
726,다사641426,2
727,다사641427,2
728,다사642407,1
729,다사642415,1
730,다사643409,1
731,다사643416,1
732,다사643429,1
733,다사644409,1
734,다사644429,1
735,다사645407,1
736,다사646407,1
737,다사646409,1
738,다사646432,1
739,다사646433,2
740,다사647402,1
741,다사647405,1
742,다사647406,1
743,다사647407,3
744,다사647408,1
745,다사647409,1
746,다사647410,2
747,다사647417,2
748,다사647431,2
749,다사648407,1
750,다사648431,2
751,다사648432,3
752,다사649402,1
753,다사649405,1
754,다사649429,1
755,다사650411,2
756,다사650418,2
757,다사650426,2
758,다사650428,1
759,다사650432,1
760,다사651406,1
761,다사651413,2
762,다사651418,2
763,다사651433,1
764,다사652406,1
765,다사652407,1
766,다사652415,3
767,다사652419,1
768,다사653405,1
769,다사653407,2
770,다사653411,2
771,다사653419,1
772,다사654407,1
773,다사655406,1
774,다사655420,2
775,다사658421,2
776,다사660408,1
777,다사662409,1
778,다사664410,2
