,gid,2030val,layer,geometry
120,ㅼ궗583454,231.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.028185338093 37.50693276497768, 127.0281796651833 37.50783409987791, 127.0293110938168 37.50783861379499, 127.029316753124 37.50693727874865, 127.028185338093 37.50693276497768)))"
121,ㅼ궗609470,9.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0575170729361 37.52146800192192, 127.0575117499017 37.52236933829008, 127.058643402619 37.52237357264261, 127.0586487120409 37.52147223613743, 127.0575170729361 37.52146800192192)))"
122,ㅼ궗601444,201.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0486051140655 37.49799897250452, 127.0485996884191 37.49890031136627, 127.049730985498 37.49890462882392, 127.0497363975479 37.4980032898224, 127.0486051140655 37.49799897250452)))"
123,ㅼ궗618438,85.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0678681277946 37.49266284357202, 127.06786293468 37.49356418559274, 127.0689941542031 37.49356831808019, 127.0689993337245 37.49266697592569, 127.0678681277946 37.49266284357202)))"
124,ㅼ궗618428,84.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0679200462211 37.48364941574869, 127.067914855419 37.48455075915415, 127.0690459390377 37.48455489030403, 127.0690511162527 37.48365354676485, 127.0679200462211 37.48364941574869)))"
125,ㅼ궗623437,68.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0735292846653 37.49178205420589, 127.0735241597449 37.49268339703042, 127.0746553668222 37.49268747522907, 127.07466047815 37.49178613227254, 127.0735292846653 37.49178205420589)))"
126,ㅼ궗598465,102.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0450964187626 37.5169140337043, 127.0450909472107 37.51781536923487, 127.0462225292307 37.51781972215006, 127.0462279871733 37.5169183864786, 127.0450964187626 37.5169140337043)))"
127,ㅼ궗603448,150.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0508460860155 37.50161295203975, 127.0508406866003 37.50251429062653, 127.0519720385534 37.50251858697373, 127.0519774243695 37.5016172482479, 127.0508460860155 37.50161295203975)))"
128,ㅼ궗591432,190.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0373590126575 37.48713914336528, 127.0373534540175 37.48804048247308, 127.0384845855345 37.48804490654473, 127.0384901305853 37.48714356729373, 127.0373590126575 37.48713914336528)))"
129,ㅼ궗649408,113.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1030786690408 37.46574546561506, 127.1030739036907 37.46664681577063, 127.1042047225428 37.46665060879763, 127.1042094743176 37.46574925851925, 127.1030786690408 37.46574546561506)))"
130,ㅼ궗612447,152.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0610334165748 37.50074988791012, 127.0610281397865 37.50165122787433, 127.0621594802777 37.50165542657268, 127.0621647434674 37.50075408647257, 127.0610334165748 37.50074988791012)))"
132,ㅼ궗609450,36.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0576234838474 37.50344124546583, 127.057618165553 37.50434258460466, 127.0587495461364 37.50434681621724, 127.0587548508305 37.50344547694142, 127.0576234838474 37.50344124546583)))"
133,ㅼ궗597460,163.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0439922727367 37.51240299106423, 127.043986788797 37.51330432714646, 127.045118302533 37.51330869019623, 127.0451237728664 37.51240735397279, 127.0439922727367 37.51240299106423)))"
135,ㅼ궗587436,99.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0328120899405 37.49072669265895, 127.0328064759436 37.49162803063606, 127.0339376608294 37.49163249860234, 127.0339432612348 37.4907311604806, 127.0328120899405 37.49072669265895)))"
136,ㅼ궗591453,205.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0372422292072 37.50606723552954, 127.0372366653653 37.5069685717273, 127.0383680823959 37.50697299880727, 127.0383736326359 37.50607166246621, 127.0372422292072 37.50606723552954)))"
137,ㅼ궗647426,7.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1007307614455 37.48196212453531, 127.1007259651011 37.48286347195361, 127.1018570279872 37.48286728884641, 127.1018618107454 37.48196594130454, 127.1007307614455 37.48196212453531)))"
140,ㅼ궗627435,61.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0780642003899 37.48999561437207, 127.0780591302916 37.49089695799945, 127.0791903110913 37.49090099261274, 127.0791953675981 37.48999964885476, 127.0780642003899 37.48999561437207)))"
141,ㅼ궗582480,62.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0269059916478 37.53036289891482, 127.0269002985461 37.53126423006415, 127.0280320808031 37.53126875862677, 127.0280377602866 37.53036742733089, 127.0269059916478 37.53036289891482)))"
142,ㅼ궗584443,295.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0293789888689 37.49702258409109, 127.0293733323339 37.49792392066207, 127.0305046116256 37.49792842213943, 127.0305102545649 37.49702708542276, 127.0293789888689 37.49702258409109)))"
143,ㅼ궗650412,15.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1041904659487 37.46935465880269, 127.1041857133274 37.47025600852769, 127.1053165866986 37.47025979122353, 127.1053213257422 37.46935844137607, 127.1041904659487 37.46935465880269)))"
144,ㅼ궗631437,35.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0825788388833 37.49181437547976, 127.082573822704 37.49271571935058, 127.0837050315857 37.49271971090085, 127.0837100341723 37.49181836690082, 127.0825788388833 37.49181437547976)))"
145,ㅼ궗588433,94.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0339600609543 37.4880271452839, 127.0339544612972 37.48892848382135, 127.0350856056594 37.48893294052439, 127.0350911917267 37.48803160184264, 127.0339600609543 37.4880271452839)))"
146,ㅼ궗585465,48.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0303860518217 37.51685646117246, 127.0303804033501 37.51775779483979, 127.0315119821544 37.51776228868302, 127.0315176170169 37.51686095487027, 127.0303860518217 37.51685646117246)))"
147,ㅼ궗582472,13.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0269515273328 37.52315224472893, 127.0269458362595 37.52405357698741, 127.0280775095879 37.52405810437781, 127.0280831870478 37.52315677197283, 127.0269515273328 37.52315224472893)))"
148,ㅼ궗598441,6.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0452276629187 37.49528193940051, 127.0452221972129 37.49618327825656, 127.0463534527771 37.49618762779176, 127.0463589048882 37.49528628879491, 127.0452276629187 37.49528193940051)))"
149,ㅼ궗616465,47.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0654646868575 37.51699072506719, 127.0654594602747 37.5178920630798, 127.0665910465782 37.51789622086182, 127.0665962595515 37.51699488271467, 127.0654646868575 37.51699072506719)))"
150,ㅼ궗575470,8.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0190414884192 37.52131758756568, 127.0190357025683 37.52221891906609, 127.0201673468834 37.52222352205943, 127.0201731191223 37.52132219041005, 127.0190414884192 37.52131758756568)))"
151,ㅼ궗608440,8.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0565454229887 37.49442360552123, 127.0565400934684 37.49532494590794, 127.057671337839 37.49532918698299, 127.0576766537651 37.49442784645899, 127.0565454229887 37.49442360552123)))"
152,ㅼ궗658419,145.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1132048378351 37.47569406833081, 127.113200192388 37.47659541805745, 127.1143311624927 37.47659911501141, 127.1143357943577 37.47569776516508, 127.1132048378351 37.47569406833081)))"
153,ㅼ궗594432,76.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0407523671813 37.48715238266452, 127.040746849309 37.4880537222009, 127.0418779815652 37.48805811378539, 127.0418834858482 37.48715677410684, 127.0407523671813 37.48715238266452)))"
154,ㅼ궗600450,68.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0474411917321 37.50340267460544, 127.0474357510352 37.50430401249581, 127.0485671294648 37.50430834162744, 127.0485725565614 37.50340700359696, 127.0474411917321 37.50340267460544)))"
155,ㅼ궗582452,85.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.027065295579 37.50512557044694, 127.0270596095734 37.50602690547795, 127.0281910107499 37.50603142993883, 127.0281966831542 37.50513009476138, 127.027065295579 37.50512557044694)))"
156,ㅼ궗586440,185.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0316584070381 37.49432756450429, 127.0316527784468 37.49522890178208, 127.032784017455 37.49523338115873, 127.0327896324523 37.49433204373594, 127.0316584070381 37.49432756450429)))"
158,ㅼ궗587456,72.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0326997624773 37.50875342586989, 127.032694143477 37.5096547610752, 127.033825600322 37.50965923193483, 127.0338312057186 37.50875789658483, 127.0326997624773 37.50875342586989)))"
159,ㅼ궗615446,145.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0644326337148 37.4998611105858, 127.0644273979554 37.50076245109516, 127.0655587255495 37.50076661715528, 127.0655639477109 37.49986527651108, 127.0644326337148 37.4998611105858)))"
160,ㅼ궗614436,104.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0633538006674 37.49084352246778, 127.0633485536477 37.49174486422692, 127.0644797450562 37.49174903976932, 127.064484978484 37.49084769787503, 127.0633538006674 37.49084352246778)))"
161,ㅼ궗605425,13.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0532322579359 37.48089070150476, 127.0532268912196 37.48179204355524, 127.0543579310263 37.48179631505149, 127.0543632841575 37.48089497286272, 127.0532322579359 37.48089070150476)))"
162,ㅼ궗638415,92.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0906054177931 37.47201246807037, 127.0906005015825 37.47291381588316, 127.0917314131102 37.47291772882783, 127.0917363157413 37.47201638088835, 127.0906054177931 37.47201246807037)))"
163,ㅼ궗587440,105.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0327896324523 37.49433204373594, 127.032784017455 37.49523338115873, 127.0339152567133 37.49523784970357, 127.0339208581166 37.49433651213613, 127.0327896324523 37.49433204373594)))"
165,ㅼ궗596465,138.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0428332826728 37.51690529563474, 127.0428277839024 37.51780663088252, 127.0439593654343 37.51781100547903, 127.0439648505955 37.51690967008967, 127.0428332826728 37.51690529563474)))"
166,ㅼ궗630429,72.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0814878739292 37.48459961831417, 127.0814828459492 37.48550096316291, 127.0826139458829 37.48550496450785, 127.0826189602751 37.48460361952958, 127.0814878739292 37.48459961831417)))"
167,ㅼ궗583461,132.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0281456224185 37.51324210636833, 127.0281399477398 37.51414344029824, 127.0292714716074 37.51414795523809, 127.0292771326794 37.51324662116206, 127.0281456224185 37.51324210636833)))"
168,ㅼ궗617450,24.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0666744262939 37.50347479388643, 127.0666692168024 37.50437613411115, 127.0678005992592 37.50438027903963, 127.0678057951502 37.50347893868074, 127.0666744262939 37.50347479388643)))"
169,ㅼ궗651409,136.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1053355416066 37.4666543910036, 127.1053308031961 37.4675557412661, 127.1064616360469 37.46755951277315, 127.1064663608813 37.46665816238854, 127.1053355416066 37.4666543910036)))"
170,ㅼ궗587447,66.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0327503222189 37.50064140278519, 127.0327447054707 37.50154273923788, 127.0338760399041 37.50154720879532, 127.0338816430541 37.50064587219797, 127.0327503222189 37.50064140278519)))"
171,ㅼ궗648433,56.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1018283269642 37.48827537119174, 127.1018235427146 37.48917671776496, 127.1029547009341 37.48918052469304, 127.1029594715933 37.48827917799657, 127.1018283269642 37.48827537119174)))"
172,ㅼ궗611439,51.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0599444045294 37.49353495490362, 127.0599391160275 37.49443629583963, 127.0610703475123 37.49444050428251, 127.0610756224206 37.49353916321027, 127.0599444045294 37.49353495490362)))"
173,ㅼ궗601448,177.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0485834100296 37.50160432712032, 127.0485779834164 37.5025056654279, 127.0497093348878 37.50250998344458, 127.049714747902 37.50160864499723, 127.0485834100296 37.50160432712032)))"
174,ㅼ궗590459,112.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0360773576367 37.5114708120027, 127.0360717787021 37.51237214722526, 127.0372032771092 37.51237658600353, 127.0372088424383 37.5114752506373, 127.0360773576367 37.5114708120027)))"
176,ㅼ궗592439,113.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0384513100424 37.49345293914103, 127.0384457632625 37.49435427742211, 127.0395769901681 37.49435869166488, 127.0395825233546 37.49345735324091, 127.0384513100424 37.49345293914103)))"
177,ㅼ궗598448,49.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.045189397865 37.50159130848338, 127.0451839304548 37.50249264636958, 127.0463152811993 37.5024969968904, 127.0463207350105 37.50159565886338, 127.045189397865 37.50159130848338)))"
178,ㅼ궗595439,145.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0418449507177 37.49346614894717, 127.0418394447182 37.49436748765586, 127.0429706723614 37.49437186940408, 127.0429761647674 37.49347053055355, 127.0418449507177 37.49346614894717)))"
179,ㅼ궗649409,74.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1030739036907 37.46664681577063, 127.1030691381284 37.46754816578785, 127.1041999705564 37.46755195893765, 127.1042047225428 37.46665060879763, 127.1030739036907 37.46664681577063)))"
180,ㅼ궗600442,147.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0474847085842 37.49619196649468, 127.0474792698256 37.49709330549344, 127.0486105394703 37.4970976335042, 127.0486159646335 37.49619629436535, 127.0474847085842 37.49619196649468)))"
181,ㅼ궗589441,167.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0350464962211 37.4952423074166, 127.035040908163 37.49614364498974, 127.0361721615144 37.49614809201488, 127.0361777359778 37.49524675429777, 127.0350464962211 37.4952423074166)))"
182,ㅼ궗586460,30.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0315457875648 37.51235428372728, 127.0315401539571 37.51325561823309, 127.0326716649727 37.51326010051039, 127.0326772849742 37.51235876585949, 127.0315457875648 37.51235428372728)))"
183,ㅼ궗609438,41.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.057687284907 37.49262516499548, 127.0576819694544 37.49352650579648, 127.0588131868738 37.4935307357657, 127.0588184887334 37.49262939482775, 127.057687284907 37.49262516499548)))"
184,ㅼ궗597461,172.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.043986788797 37.51330432714646, 127.0439813046131 37.51420566309013, 127.0451128319559 37.51421002628111, 127.045118302533 37.51330869019623, 127.043986788797 37.51330432714646)))"
186,ㅼ궗589438,101.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0350632589021 37.49253829386566, 127.0350576715906 37.49343963185454, 127.0361888841598 37.49344407844785, 127.0361944578785 37.49254274031503, 127.0350632589021 37.49253829386566)))"
187,ㅼ궗642425,93.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0950803822212 37.48104153135114, 127.0950755181626 37.48194287828473, 127.0962065663883 37.48194674918876, 127.0962114168613 37.48104540212983, 127.0950803822212 37.48104153135114)))"
188,ㅼ궗646409,173.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0996814484103 37.46663537176352, 127.0996766421202 37.46753672141019, 127.1008074739097 37.46754054702411, 127.1008122666238 37.46663919725357, 127.0996814484103 37.46663537176352)))"
189,ㅼ궗592460,143.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0383347757643 37.51238101394328, 127.0383292237935 37.51328234931424, 127.039460736302 37.51328676655844, 127.0394662746666 37.51238543104454, 127.0383347757643 37.51238101394328)))"
190,ㅼ궗585449,76.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.030476393159 37.50243510364388, 127.0304707487115 37.50333643952896, 127.0316021098422 37.5033409310457, 127.0316077406902 37.50243959501522, 127.030476393159 37.50243510364388)))"
191,ㅼ궗617441,137.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.066721301277 37.49536272563169, 127.0667160938734 37.49626406710284, 127.0678473539483 37.49626821082401, 127.0678525477568 37.49536686921873, 127.066721301277 37.49536272563169)))"
192,ㅼ궗610464,6.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0586805636067 37.51606421419695, 127.0586752556036 37.51696555153337, 127.0598068268917 37.51696977422338, 127.059812121286 37.5160684367503, 127.0586805636067 37.51606421419695)))"
195,ㅼ궗590430,91.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0362390386913 37.485332030264, 127.0362334669584 37.48623336950536, 127.03736457105 37.48623780411894, 127.0373701291949 37.485336464734, 127.0362390386913 37.485332030264)))"
196,ㅼ궗636425,25.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0882941789508 37.48101807932087, 127.0882892333791 37.48191942549521, 127.0894202802959 37.48192336136075, 127.089425212282 37.48102201505899, 127.0882941789508 37.48101807932087)))"
198,ㅼ궗651415,35.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.1053071079782 37.47206249050341, 127.1053023683013 37.47296383993582, 127.1064332826205 37.47296761217563, 127.1064380087178 37.47206626262109, 127.1053071079782 37.47206249050341)))"
