,gid,2030val,layer,geometry
4788,ㅼ궗552436,112.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9932212564918 37.49056349601629, 126.9932151667965 37.49146482871046, 126.9943463425702 37.49146967573665, 126.9943524186744 37.49056834288558, 126.9932212564918 37.49056349601629)))"
4790,ㅼ궗544428,127.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9842215463033 37.4833136747852, 126.9842153500873 37.48421500732137, 126.9853464149625 37.48421993971093, 126.9853525975923 37.48331860701509, 126.9842215463033 37.4833136747852)))"
4791,ㅼ궗545421,113.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9853958682917 37.47700927426009, 126.9853896875891 37.47791060792694, 126.9865206576487 37.47791552837402, 126.9865268247693 37.47701419454786, 126.9853958682917 37.47700927426009)))"
4792,ㅼ궗574461,12.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0179620415172 37.51320098547971, 127.0179562443788 37.51410231807876, 127.0190877659496 37.51410693057069, 127.0190935494814 37.51320559782236, 127.0179620415172 37.51320098547971)))"
4794,ㅼ궗557430,46.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9989131949091 37.48517961830131, 126.9989071747788 37.48608095260857, 127.0000382703613 37.48608574455309, 127.000044276904 37.4851844100907, 126.9989131949091 37.48517961830131)))"
4795,ㅼ궗566425,162.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0091224277106 37.48071567407315, 127.0091165311824 37.48161701045715, 127.0102475612184 37.48162170418879, 127.0102534441619 37.48072036765284, 127.0091224277106 37.48071567407315)))"
4796,ㅼ궗570448,119.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0135120588755 37.50146509912413, 127.0135062106982 37.50236643292514, 127.0146375543947 37.50237108681478, 127.0146433889733 37.50146975286314, 127.0135120588755 37.50146509912413)))"
4797,ㅼ궗563427,44.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0057175051059 37.48250420009128, 127.0057115672949 37.48340553574, 127.0068426237123 37.48341026225682, 127.0068485479375 37.48250892645508, 127.0057175051059 37.48250420009128)))"
4798,ㅼ궗592427,175.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0385178521352 37.48263686896036, 127.0385123083191 37.48353820890414, 127.039643372143 37.48354262143246, 127.0396489023729 37.48264128134583, 127.0385178521352 37.48263686896036)))"
4800,ㅼ궗550432,46.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9909833977274 37.48694843888402, 126.9909772819395 37.48784977181816, 126.9921084028091 37.48785463987424, 126.9921145050084 37.48695330678251, 126.9909833977274 37.48694843888402)))"
4802,ㅼ궗543426,98.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9831029140651 37.48150606655994, 126.983096704816 37.48240739921353, 126.9842277422434 37.48241234211032, 126.9842339379075 37.4815110092967, 126.9831029140651 37.48150606655994)))"
4803,ㅼ궗593422,36.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.039676549828 37.47813457883449, 127.0396710208295 37.47903591961385, 127.0408020169747 37.4790403206024, 127.04080753239 37.47813897968058, 127.039676549828 37.47813457883449)))"
4804,ㅼ궗597419,35.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0442169040812 37.47544809239487, 127.044211430147 37.47634943415763, 127.0453423865232 37.47635379142069, 127.045347846876 37.47545244951687, 127.0442169040812 37.47544809239487)))"
4805,ㅼ궗574464,29.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0179446493271 37.51590498286088, 127.017938851414 37.51680631504394, 127.0190704138082 37.51681092798373, 127.019076198113 37.51590959565137, 127.0179446493271 37.51590498286088)))"
4806,ㅼ궗591426,116.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0373923592992 37.48173110580881, 127.0373868021445 37.48263244574794, 127.0385178521352 37.48263686896036, 127.0385233957044 37.48173552887803, 127.0373923592992 37.48173110580881)))"
4808,ㅼ궗601413,38.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0487731892988 37.47005739907947, 127.0487677711385 37.47095874223545, 127.0498986470041 37.47096305536238, 127.0499040515866 37.47006171206676, 127.0487731892988 37.47005739907947)))"
4809,ㅼ궗550440,93.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9909344637957 37.49415909847332, 126.9909283458281 37.49506043029777, 126.9920595754294 37.49506529961467, 126.9920656798033 37.49416396763261, 126.9909344637957 37.49415909847332)))"
4810,ㅼ궗561430,43.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0034375244915 37.48519872049243, 127.0034315587116 37.4861000554181, 127.0045626553606 37.48610480405022, 127.0045686075528 37.48520346897084, 127.0034375244915 37.48519872049243)))"
4811,ㅼ궗574445,139.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0180547606233 37.49877964503912, 127.0180489676148 37.49968097985646, 127.019180271553 37.49968558996039, 127.0191860509645 37.49878425499382, 127.0180547606233 37.49877964503912)))"
4812,ㅼ궗553440,36.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9943281126338 37.49417367345762, 126.994322035447 37.49507500575388, 126.9954532658621 37.49507984257615, 126.9954593294553 37.49417851012333, 126.9943281126338 37.49417367345762)))"
4813,ㅼ궗559443,70.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0010974299258 37.49690653025869, 127.0010914334996 37.49780786307302, 127.0022227063108 37.49781263536924, 127.0022286891415 37.49691130240042, 127.0010974299258 37.49690653025869)))"
4814,ㅼ궗570457,26.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0134594159009 37.50957709834156, 127.0134535653787 37.51047843089464, 127.0145850314905 37.51048308614014, 127.0145908684085 37.50958175343641, 127.0134594159009 37.50957709834156)))"
4815,ㅼ궗571437,96.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0147075521893 37.4915550702446, 127.0147017204687 37.49245640572131, 127.015832914873 37.49246104712353, 127.0158387330017 37.49155971149658, 127.0147075521893 37.4915550702446)))"
4816,ㅼ궗594417,85.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0408351057819 37.47363227299335, 127.0408295915947 37.47453361460787, 127.0419605200755 37.47453800406026, 127.0419660206825 37.47363666230363, 127.0408351057819 37.47363227299335)))"
4817,ㅼ궗607391,52.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0556757137572 37.45025351188759, 127.0556703822905 37.45115485892259, 127.0568009610169 37.45115910408941, 127.0568062789189 37.45025775691694, 127.0556757137572 37.45025351188759)))"
4818,ㅼ궗545437,188.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9852969440092 37.49143059628362, 126.9852907589005 37.49233192773093, 126.9864219463545 37.4923368507273, 126.9864281178715 37.49143551912064, 126.9852969440092 37.49143059628362)))"
4819,ㅼ궗570467,171.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0134008989503 37.51859041763239, 127.0133950458215 37.51949174879878, 127.0145266480078 37.51949640555113, 127.0145324875264 37.51859507423404, 127.0134008989503 37.51859041763239)))"
4821,ㅼ궗602404,24.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0499526819981 37.46194961617375, 127.0499472795816 37.46285096071583, 127.051078033509 37.46285526176675, 127.0510834223531 37.46195391708538, 127.0499526819981 37.46194961617375)))"
4822,ㅼ궗568457,87.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.011196511668 37.50956775564, 127.0111906339376 37.5104690878907, 127.0123220995275 37.51047376481149, 127.0123279636538 37.50957243240942, 127.011196511668 37.50956775564)))"
4823,ㅼ궗559429,14.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0011813518547 37.48428785629653, 127.0011753591665 37.48518919105236, 127.0023064416958 37.48519396118628, 127.002312420797 37.48429262627603, 127.0011813518547 37.48428785629653)))"
4824,ㅼ궗607398,6.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.055638388504 37.45656293822484, 127.055633055375 37.45746428429059, 127.0567637290706 37.45746853041981, 127.0567690486308 37.45656718421657, 127.055638388504 37.45656293822484)))"
4826,ㅼ궗576457,18.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0202481348344 37.50960486635087, 127.0202423659371 37.51050619980269, 127.0213738335998 37.51051079002215, 127.0213795888929 37.50960945642177, 127.0202481348344 37.50960486635087)))"
4827,ㅼ궗589423,7.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0351470387176 37.47901820740417, 127.0351414551378 37.47991954747154, 127.036272463878 37.47992399190614, 127.0362780338741 37.47902265169488, 127.0351470387176 37.47901820740417)))"
4828,ㅼ궗548409,45.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9888623966999 37.46620798210723, 126.988856260024 37.46710931791526, 126.9899870679613 37.46711420398908, 126.9899931910623 37.46621286802285, 126.9888623966999 37.46620798210723)))"
4830,ㅼ궗547410,21.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9877254523601 37.46710442102078, 126.9877193018356 37.46800575653156, 126.9888501230749 37.4680106535846, 126.988856260024 37.46710931791526, 126.9877254523601 37.46710442102078)))"
4832,ㅼ궗552435,76.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.993227345916 37.48966216318343, 126.9932212564918 37.49056349601629, 126.9943524186744 37.49056834288558, 126.9943584945079 37.48966700989582, 126.993227345916 37.48966216318343)))"
4833,ㅼ궗563430,77.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0056996908793 37.48520820662146, 127.0056937522748 37.48610954185423, 127.0068248494534 37.48611426883011, 127.0068307744703 37.48521293344432, 127.0056996908793 37.48520820662146)))"
4834,ㅼ궗593411,6.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0397373525612 37.46821982111812, 127.0397318262709 37.46912116342136, 127.0408626730341 37.46912556284283, 127.0408681857479 37.46822422039713, 127.0397373525612 37.46821982111812)))"
4835,ㅼ궗569432,22.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0124744819539 37.48703907729433, 127.0124686243539 37.4879404131627, 127.0135997502842 37.48794507547151, 127.0136055942953 37.48704373945222, 127.0124744819539 37.48703907729433)))"
4836,ㅼ궗564425,96.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0068603955964 37.48070625443567, 127.0068544718989 37.48160759051471, 127.007985501409 37.48161230589912, 127.0079914115219 37.48071096966744, 127.0068603955964 37.48070625443567)))"
4837,ㅼ궗568462,72.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0111671203978 37.51407441550678, 127.0111612413582 37.51497574706411, 127.0122927749777 37.51498042474179, 127.0122986404102 37.51407909303307, 127.0111671203978 37.51407441550678)))"
4838,ㅼ궗571427,414.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0147658551125 37.4825417078528, 127.0147600259887 37.48344304471581, 127.0158910845001 37.48344768461575, 127.0158969000379 37.48254634760253, 127.0147658551125 37.4825417078528)))"
4839,ㅼ궗558418,46.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0001163345537 37.47436838572587, 127.0001103312204 37.47526972185228, 127.001241264059 37.47527450111164, 127.0012472538119 37.47437316483052, 127.0001163345537 37.47436838572587)))"
4840,ㅼ궗574436,22.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0181068860898 37.49066762544462, 127.0181010954031 37.49156896150964, 127.019232276991 37.4915735702707, 127.0192380540862 37.49067223405648, 127.0181068860898 37.49066762544462)))"
4841,ㅼ궗568433,50.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0113374986845 37.48793574002502, 127.011331627234 37.48883707560346, 127.0124627664929 37.48884174889243, 127.0124686243539 37.4879404131627, 127.0113374986845 37.48793574002502)))"
4842,ㅼ궗585431,84.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0305779502348 37.4862110340127, 127.0305723103108 37.48711237239242, 127.0317034267441 37.48711686129288, 127.0317090530796 37.48621552276785, 127.0305779502348 37.4862110340127)))"
4843,ㅼ궗541449,58.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9806973592721 37.50222675715363, 126.9806911164609 37.50312808629496, 126.9818224659562 37.50313305454246, 126.9818286951684 37.50223172524031, 126.9806973592721 37.50222675715363)))"
4844,ㅼ궗552419,75.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9933247398252 37.47524081899486, 126.993318654739 37.47614215404681, 126.9944495995451 37.47614699840619, 126.9944556710504 37.47524566319738, 126.9933247398252 37.47524081899486)))"
4845,ㅼ궗572439,83.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0158270964852 37.49336238261184, 127.0158212778382 37.49426371796152, 127.0169524996875 37.4942683488329, 127.0169583047413 37.49336701333332, 127.0158270964852 37.49336238261184)))"
4846,ㅼ궗578435,16.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0226372956823 37.48978465811397, 127.022631559617 37.49068599491224, 127.0237627286391 37.49069056020417, 127.0237684511135 37.48978922325812, 127.0226372956823 37.48978465811397)))"
4847,ㅼ궗588409,92.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0340943779301 37.46639497881585, 127.0340887842554 37.4672963206787, 127.0352196026296 37.46730077392017, 127.0352251827289 37.46639943191312, 127.0340943779301 37.46639497881585)))"
4848,ㅼ궗595427,41.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0419110035866 37.4826500736359, 127.0419055005292 37.48355141400718, 127.0430365650902 37.48355579405357, 127.0430420545614 37.4826544535405, 127.0419110035866 37.4826500736359)))"
4849,ㅼ궗574434,26.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0181184666894 37.48886495289872, 127.0181126765185 37.48976628924099, 127.0192438309241 37.48977089770367, 127.0192496075048 37.48886956121223, 127.0181184666894 37.48886495289872)))"
4850,ㅼ궗577456,44.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0213853439297 37.50870812268276, 127.0213795888929 37.50960945642177, 127.0225110432078 37.50961403565532, 127.0225167846409 37.5087127017681, 127.0213853439297 37.50870812268276)))"
4851,ㅼ궗554433,12.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9955017670465 37.48786917907005, 126.9954957053435 37.48877051249374, 126.9966268408861 37.48877533739103, 126.9966328889997 37.48787400381115, 126.9955017670465 37.48786917907005)))"
4852,ㅼ궗593420,64.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0396876070862 37.47633189686017, 127.0396820785802 37.47723323791659, 127.0408130475596 37.47723763862021, 127.0408185624836 37.4763362974213, 127.0396876070862 37.47633189686017)))"
4854,ㅼ궗607390,106.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0556810449864 37.44935216471414, 127.0556757137572 37.45025351188759, 127.0568062789189 37.45025775691694, 127.0568115965841 37.44935640960602, 127.0556810449864 37.44935216471414)))"
4855,ㅼ궗544425,172.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9842401332957 37.48060967634436, 126.9842339379075 37.4815110092967, 126.9853649620259 37.48151594120725, 126.9853711438297 37.48061460809526, 126.9842401332957 37.48060967634436)))"
4856,ㅼ궗574455,210.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0179968189258 37.50779298697384, 127.0179910233365 37.50869432040477, 127.0191224632769 37.5086989320011, 127.0191282452633 37.5077975984209, 127.0179968189258 37.50779298697384)))"
4857,ㅼ궗548447,160.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9886290107673 37.50045864530513, 126.9886228636964 37.50135997584221, 126.9897541879238 37.50136486793049, 126.989760321397 37.50046353723508, 126.9886290107673 37.50045864530513)))"
4858,ㅼ궗561423,8.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0034792775113 37.47888937213033, 127.0034733135911 37.4797907080266, 127.0046043151393 37.47979545558274, 127.0046102654761 37.47889411953276, 127.0034792775113 37.47888937213033)))"
4859,ㅼ궗550453,21.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9908549089585 37.50587640137098, 126.9908487874474 37.50677773139203, 126.9919801938201 37.5067826027583, 126.9919863017298 37.50588127257959, 126.9908549089585 37.50587640137098)))"
4860,ㅼ궗564433,127.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.006812998628 37.4879169391857, 127.0068070728194 37.48881827415552, 127.0079382110286 37.4888229907613, 127.0079441232477 37.48792165563881, 127.006812998628 37.4879169391857)))"
4861,ㅼ궗571430,283.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0147483669621 37.48524571802594, 127.0147425370593 37.48614705447308, 127.0158736363323 37.48615169482366, 127.0158794526473 37.48525035822631, 127.0147483669621 37.48524571802594)))"
4862,ㅼ궗571462,19.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0145616812181 37.51408841556853, 127.0145558429999 37.51498974757897, 127.0156873774013 37.51499439273846, 127.0156932020124 37.51409306057767, 127.0145616812181 37.51408841556853)))"
4863,ㅼ궗550434,83.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9909711658791 37.4887511046136, 126.9909650495463 37.48965243727034, 126.9920961975952 37.48965730564159, 126.9921023003381 37.48875597282726, 126.9909711658791 37.4887511046136)))"
4866,ㅼ궗544429,92.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9842153500873 37.48421500732137, 126.9842091535952 37.48511633971881, 126.9853402320573 37.48512127226805, 126.9853464149625 37.48421993971093, 126.9842153500873 37.48421500732137)))"
4867,ㅼ궗575440,117.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0192149441613 37.49427757808155, 127.0192091660367 37.49517891374126, 127.0203404022538 37.49518351226737, 127.0203461667845 37.49428217645882, 127.0192149441613 37.49427757808155)))"
4868,ㅼ궗542427,8.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9819656676651 37.48240244549018, 126.9819594445538 37.48330377784468, 126.9830904952903 37.4833087317284, 126.983096704816 37.48240739921353, 126.9819656676651 37.48240244549018)))"
4869,ㅼ궗551453,135.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9919863017298 37.50588127257959, 126.9919801938201 37.5067826027583, 126.9931116004649 37.50678746328848, 126.9931176947731 37.50588613295245, 126.9919863017298 37.50588127257959)))"
4870,ㅼ궗564454,85.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0066885012032 37.50684494443229, 127.0066825698492 37.50774627649006, 127.0078139935779 37.50775099630304, 127.0078199113297 37.50684966409251, 127.0066885012032 37.50684494443229)))"
4871,ㅼ궗573462,57.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0168247230662 37.51409769474776, 127.0168189120623 37.51499902705851, 127.0179504469821 37.51500365053916, 127.0179562443788 37.51410231807876, 127.0168247230662 37.51409769474776)))"
4872,ㅼ궗581435,72.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0260307627398 37.48979832105746, 127.0260250674472 37.49069965829802, 127.0271562372321 37.49070419109994, 127.0271619189338 37.48980285371264, 127.0260307627398 37.48979832105746)))"
4873,ㅼ궗582429,18.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0271960038303 37.48439482647839, 127.0271903236467 37.48529616469724, 127.0283214121482 37.48530068579088, 127.0283270787444 37.48439934742568, 127.0271960038303 37.48439482647839)))"
4874,ㅼ궗583440,35.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0282647323022 37.4943140618206, 127.028259062929 37.49521539866132, 127.0293903011832 37.49521991053336, 127.0293959569625 37.49431857354661, 127.0282647323022 37.4943140618206)))"
4875,ㅼ궗543430,145.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9830780754092 37.48511139634195, 126.9830718650537 37.48601272844064, 126.9842029568272 37.48601767197754, 126.9842091535952 37.48511633971881, 126.9830780754092 37.48511139634195)))"
4876,ㅼ궗557449,104.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9987987665685 37.50230494642391, 126.9987927413413 37.50320627809607, 126.9999240952033 37.50321107298869, 126.9999301068313 37.50230974116134, 126.9987987665685 37.50230494642391)))"
4877,ㅼ궗565456,208.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0078080755626 37.50865232837489, 127.0078021572836 37.50955366030806, 127.0089336084823 37.50955836958931, 127.0089395131578 37.50865703750372, 127.0078080755626 37.50865232837489)))"
4878,ㅼ궗607399,15.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.055633055375 37.45746428429059, 127.0556277220085 37.45836563021787, 127.0567584092735 37.4583698764846, 127.0567637290706 37.45746853041981, 127.055633055375 37.45746428429059)))"
4879,ㅼ궗570449,109.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0135062106982 37.50236643292514, 127.0135003622604 37.50326776658749, 127.0146317195562 37.50327242062777, 127.0146375543947 37.50237108681478, 127.0135062106982 37.50236643292514)))"
4880,ㅼ궗573449,283.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0169002425668 37.50238036209055, 127.0168944349269 37.50328169620377, 127.0180257930006 37.50328631773948, 127.0180315870412 37.50238498347667, 127.0169002425668 37.50238036209055)))"
4881,ㅼ궗597409,31.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0442716300158 37.46643466714867, 127.0442661585191 37.46733601029663, 127.0453969791082 37.46734036614915, 127.0454024370295 37.46643902286018, 127.0442716300158 37.46643466714867)))"
4882,ㅼ궗559448,63.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0010674451238 37.50141319294348, 127.001061447362 37.50231452506436, 127.0021927881598 37.50231929813299, 127.0021987723231 37.50141796585761, 127.0010674451238 37.50141319294348)))"
4883,ㅼ궗571441,36.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.014684223748 37.4951604113196, 127.0146783909883 37.49606174624174, 127.0158096397667 37.49606638824497, 127.015815458932 37.49516505317257, 127.014684223748 37.4951604113196)))"
4884,ㅼ궗568465,52.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0111494824934 37.51677840976273, 127.0111436026681 37.51767974090404, 127.0122751771126 37.51768441903589, 127.0122810433289 37.51678308774319, 127.0111494824934 37.51677840976273)))"
4885,ㅼ궗573432,76.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0169989328786 37.48705766095464, 127.0169931296345 37.48795899742462, 127.0181242566024 37.48796361641786, 127.0181300462575 37.48706227979836, 127.0169989328786 37.48705766095464)))"
4886,ㅼ궗559427,22.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0011933364304 37.48248518636888, 127.001187344276 37.48338652140205, 127.0023183996319 37.48339129122711, 127.0023243782005 37.48248995603953, 127.0011933364304 37.48248518636888)))"
4887,ㅼ궗570425,45.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0136464950855 37.48073438343551, 127.0136406528962 37.48163572042521, 127.0147716839767 37.48164037085117, 127.0147775125813 37.48073903371093, 127.0136464950855 37.48073438343551)))"
4888,ㅼ궗577447,10.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.021437127727 37.50059611279309, 127.0214313749968 37.5014974477798, 127.0225627069011 37.50150202567961, 127.0225684460332 37.50060069054473, 127.021437127727 37.50059611279309)))"
4889,ㅼ궗579415,25.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0238828470948 37.47176245523157, 127.0238771297155 37.47266379494951, 127.0250080272894 37.47266834646345, 127.0250137310899 37.47176700659816, 127.0238828470948 37.47176245523157)))"
4890,ㅼ궗580444,38.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0248482176925 37.49790580642421, 127.0248425065199 37.49880714227024, 127.0259737983966 37.49881168722604, 127.0259794959728 37.49791035123292, 127.0248482176925 37.49790580642421)))"
4891,ㅼ궗596418,192.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0430914488013 37.47454238268885, 127.0430859615302 37.47544372444871, 127.0442169040812 37.47544809239487, 127.0442223777715 37.47454675049359, 127.0430914488013 37.47454238268885)))"
4892,ㅼ궗547422,58.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.987651627983 37.47792043799628, 126.9876454741704 37.47882177184268, 126.9887764583614 37.47882667079868, 126.9887825985914 37.47792533679368, 126.987651627983 37.47792043799628)))"
4893,ㅼ궗555432,122.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9966389368439 37.48697267009257, 126.9966328889997 37.48787400381115, 126.9977640112223 37.48787881772348, 126.9977700454777 37.48697748384907, 126.9966389368439 37.48697267009257)))"
4895,ㅼ궗578451,10.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0225454879712 37.5042060302525, 127.0225397478165 37.50510736483287, 127.0236711343751 37.50511193248982, 127.0236768609292 37.5042105977616, 127.0225454879712 37.5042060302525)))"
4896,ㅼ궗562456,88.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0044137643611 37.50863813596698, 127.0044078052719 37.5095394674408, 127.0055392556778 37.50954420923379, 127.0055452011637 37.50864287760651, 127.0044137643611 37.50863813596698)))"
4897,ㅼ궗578400,90.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0228378971026 37.45823778285963, 127.0228321699719 37.4591391245085, 127.0239628636728 37.4591436846301, 127.0239685772338 37.45824234283357, 127.0228378971026 37.45823778285963)))"
4898,ㅼ궗582406,72.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0273265782512 37.46366400919715, 127.0273209038834 37.46456535060322, 127.0284516800299 37.46456986833146, 127.0284573408243 37.46366852677912, 127.0273265782512 37.46366400919715)))"
4899,ㅼ궗548423,37.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9887764583614 37.47882667079868, 126.988770317858 37.47972800466497, 126.9899013159057 37.47973289295403, 126.9899074428259 37.47883155892948, 126.9887764583614 37.47882667079868)))"
4901,ㅼ궗595423,39.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0419330133655 37.47904471076541, 127.0419275112884 37.47994605169085, 127.0430585215081 37.47995043117007, 127.0430640100014 37.47904909010285, 127.0419330133655 37.47904471076541)))"
4902,ㅼ궗581404,46.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0262071910534 37.46185679786112, 127.0262015036188 37.46275813939768, 127.0273322523664 37.46276266765253, 127.0273379262288 37.46186132596934, 127.0262071910534 37.46185679786112)))"
4903,ㅼ궗547434,127.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.987577764139 37.48873643499818, 126.9875716070365 37.48963776718002, 126.9887027542663 37.48964266803954, 126.9887088977789 37.48874133569904, 126.987577764139 37.48873643499818)))"
4904,ㅼ궗556431,92.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9977760794644 37.48607614983598, 126.9977700454777 37.48697748384907, 126.9989011543803 37.48698228677715, 126.9989071747788 37.48608095260857, 126.9977760794644 37.48607614983598)))"
4905,ㅼ궗568460,26.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0111788776913 37.51227175197607, 127.0111729991755 37.51317308381074, 127.0123045055813 37.51317776118567, 127.0123103704913 37.51227642919961, 127.0111788776913 37.51227175197607)))"
4906,ㅼ궗582439,351.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0271391906085 37.49340820243025, 127.0271335078944 37.49430953926316, 127.0282647323022 37.4943140618206, 127.0282704014229 37.49341272484129, 127.0271391906085 37.49340820243025)))"
4907,ㅼ궗598415,85.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.045369685855 37.47184708051638, 127.045364226475 37.47274842297428, 127.0464951287723 37.47275276884996, 127.0465005745733 37.47185142625135, 127.045369685855 37.47184708051638)))"
4908,ㅼ궗568428,26.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0113668520146 37.4834290600532, 127.0113609818715 37.48433039632483, 127.0124920531888 37.48433506885743, 127.0124979097453 37.48343373243452, 127.0113668520146 37.4834290600532)))"
4909,ㅼ궗584430,72.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.029452500902 37.48530519605661, 127.0294468476413 37.48620653442924, 127.0305779502348 37.4862110340127, 127.0305835899076 37.48530969549439, 127.029452500902 37.48530519605661)))"
