,gid,TL_cnt
1224,다사589404,2
1225,다사589405,7
1226,다사589407,2
1227,다사589409,1
1228,다사589417,3
1229,다사589418,5
1230,다사589419,4
1231,다사589427,5
1232,다사589428,12
1233,다사589429,13
1234,다사589430,18
1235,다사589431,15
1236,다사589432,3
1237,다사589435,5
1238,다사589436,6
1239,다사589437,2
1240,다사589438,8
1241,다사589439,16
1242,다사589440,8
1243,다사589441,2
1244,다사589443,1
1245,다사589444,14
1246,다사589445,14
1247,다사589446,1
1248,다사589447,22
1249,다사589448,25
1250,다사589449,7
1251,다사589450,7
1252,다사589451,6
1253,다사589452,4
1254,다사589453,8
1255,다사589454,11
1256,다사589455,15
1257,다사589456,14
1258,다사589457,48
1259,다사589458,2
1260,다사589459,8
1261,다사589460,4
1262,다사589461,3
1263,다사589462,13
1264,다사589463,4
1265,다사589464,9
1266,다사589465,7
1267,다사589467,2
1268,다사589468,7
1269,다사589469,8
1270,다사589470,5
1271,다사589471,6
1272,다사589472,14
1273,다사589474,12
1274,다사589475,30
1275,다사589476,20
1276,다사589477,14
1277,다사589478,5
1278,다사589481,1
1279,다사590400,1
1280,다사590404,18
1281,다사590418,8
1282,다사590419,13
1283,다사590420,6
1284,다사590421,7
1285,다사590422,2
1286,다사590426,3
1287,다사590427,5
1288,다사590428,7
1289,다사590429,5
1290,다사590430,19
1291,다사590431,2
1292,다사590432,2
1293,다사590434,1
1294,다사590435,1
1295,다사590436,7
1296,다사590437,4
1297,다사590438,3
1298,다사590439,4
1299,다사590440,8
1300,다사590441,4
1301,다사590442,1
1302,다사590444,30
1303,다사590445,17
1304,다사590446,29
1305,다사590447,16
1306,다사590448,8
1307,다사590449,30
1308,다사590450,12
1309,다사590452,3
1310,다사590453,3
1311,다사590454,7
1312,다사590455,12
1313,다사590456,29
1314,다사590457,4
1315,다사590459,7
1316,다사590461,1
1317,다사590462,7
1318,다사590463,4
1319,다사590464,18
1320,다사590465,13
1321,다사590466,4
1322,다사590467,1
1323,다사590469,44
1324,다사590470,9
1325,다사590471,13
1326,다사590472,38
1327,다사590473,19
1328,다사590474,31
1329,다사590475,31
1330,다사590476,24
1331,다사590477,19
1332,다사591412,1
1333,다사591418,4
1334,다사591419,3
1335,다사591420,7
1336,다사591421,4
1337,다사591422,6
1338,다사591423,1
1339,다사591424,1
1340,다사591425,6
1341,다사591426,12
1342,다사591427,16
1343,다사591428,25
1344,다사591429,4
1345,다사591430,9
1346,다사591431,6
1347,다사591433,2
1348,다사591436,8
1349,다사591437,2
1350,다사591439,9
1351,다사591440,15
1352,다사591441,9
1353,다사591442,13
1354,다사591443,8
1355,다사591444,3
1356,다사591445,2
1357,다사591448,32
