,gid,TL_cnt
1246,다사616446,3
1247,다사616454,1
1248,다사616457,1
1249,다사617433,25
1250,다사617434,8
1251,다사617442,1
1252,다사617445,6
1253,다사617446,1
1254,다사617447,1
1255,다사617454,3
1256,다사617455,1
1257,다사617460,1
1258,다사618429,1
1259,다사618433,21
1260,다사618434,52
1261,다사618441,3
1262,다사618443,1
1263,다사618444,1
1264,다사618445,2
1265,다사618447,1
1266,다사619428,1
1267,다사619429,1
1268,다사619435,1
1269,다사619443,1
1270,다사619444,1
1271,다사620434,2
1272,다사620444,1
1273,다사620446,1
1274,다사621429,1
1275,다사621444,2
1276,다사622430,1
1277,다사623431,1
1278,다사623432,1
1279,다사623437,10
1280,다사623439,1
1281,다사624437,8
1282,다사624439,1
1283,다사625426,7
1284,다사625437,1
1285,다사625439,3
1286,다사626428,1
1287,다사626439,3
1288,다사626440,1
1289,다사626441,1
1290,다사627438,6
1291,다사627439,2
1292,다사628425,1
1293,다사628427,4
1294,다사628434,1
1295,다사628439,4
1296,다사629429,1
1297,다사629435,2
1298,다사629439,1
1299,다사630436,3
1300,다사630439,1
1301,다사631407,1
1302,다사631425,6
1303,다사631427,11
1304,다사631429,1
1305,다사631430,1
1306,다사631435,2
1307,다사631436,2
1308,다사631437,3
1309,다사631439,2
1310,다사631440,1
1311,다사632430,3
1312,다사632437,1
1313,다사632439,1
1314,다사633440,1
1315,다사634425,1
1316,다사634429,6
1317,다사634438,1
1318,다사635430,1
1319,다사635436,1
1320,다사635437,1
1321,다사636415,1
1322,다사636429,1
1323,다사636436,1
1324,다사636438,1
1325,다사637425,1
1326,다사637429,3
1327,다사638412,1
1328,다사638415,1
1329,다사638438,3
1330,다사639410,1
1331,다사639424,3
1332,다사640409,3
1333,다사640424,1
1334,다사641408,1
1335,다사641414,2
1336,다사642415,3
1337,다사643415,1
1338,다사643429,1
1339,다사643430,1
1340,다사644432,2
1341,다사645430,1
1342,다사646409,1
1343,다사646416,1
1344,다사646417,1
1345,다사646437,1
1346,다사647402,4
1347,다사647408,7
1348,다사647416,1
1349,다사647418,1
1350,다사647434,5
1351,다사648405,2
1352,다사648406,2
1353,다사648408,1
1354,다사648409,1
1355,다사648432,4
1356,다사648433,2
1357,다사649405,5
1358,다사649408,1
1359,다사649418,1
1360,다사649431,12
1361,다사649433,1
1362,다사649434,1
1363,다사649435,1
1364,다사650405,1
1365,다사650410,1
1366,다사650412,1
1367,다사650433,4
